Felipe Rebello Lourenço ,Faixa A ,Faculdade de Ciências Farmacêuticas ,SP ,USP ,SE
Felipe Roman Centeno ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Felipe Saraiva Iachan ,Faixa A ,Fundação Getúlio Vargas ,RJ ,FGV ,SE
Felipe Schaedler de Almeida ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Felipe Tavares da Silva ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Felipe Vigolvino Lopes ,Faixa A ,Universidade de Brasília ,DF ,UnB ,CO
Felipe Wartchow ,Faixa A ,Universidade Federal da Paraíba ,PB ,UFPB ,NE
Fernanda Antunes Alves da Costa ,Faixa A ,Universidade Paulista ,SP ,UNIP ,SE
Fernanda Arnhold Pagnussatt ,Faixa A ,Universidade Federal do Rio Grande ,RS ,FURG ,SU
Fernanda Bruxel ,Faixa A ,Universidade Federal do Pampa ,RS ,UNIPAMPA ,SU
Fernanda Cabral Borges ,Faixa A ,Universidade Estadual do Rio Grande do Sul ,RS ,UERGS ,SU
Fernanda da Costa Santos Boechat ,Faixa A ,Universidade Federal Fluminense ,RJ ,UFF ,SE
Fernanda de Oliveira Sarreta ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Fernanda dos Santos Farnese ,Faixa A ,IF Goiano - Campus Rio Verde ,GO ,IFGoiano/RV ,CO
Fernanda dos Santos Nogueira de Góes ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Fernanda Karina dos Santos ,Faixa A ,Universidade Federal de Viçosa ,MG ,UFV ,SE
Fernanda Martins Maia ,Faixa A ,Universidade de Fortaleza ,CE ,UNIFOR ,NE
Fernanda Miguel Franco ,Faixa A ,Instituto Federal de Mato Grosso ,MT ,IFMT ,CO
Fernanda Nascimento de Godoi ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Fernanda Roda de Souza Araújo Cassundé ,Faixa A ,Universidade Federal do Vale do São Francisco ,PE ,UNIVASF ,NE
Fernanda Sales Luiz Vianna ,Faixa A ,Hospital de Clínicas de Porto Alegre ,RS ,HCPA ,SU
Fernanda Satie Ikeda ,Faixa A ,Empresa Brasileira de Pesquisa Agropecuária ,DF ,EMBRAPA ,CO
Fernanda Selingardi Matias ,Faixa A ,Universidade Federal de Alagoas ,AL ,UFAL ,NE
Fernanda Vilhena Mafra Bazon ,Faixa A ,Universidade Federal de São Carlos ,SP ,UFSCAR ,SE
Fernando Akio Maeda ,Faixa A ,Universidade Cidade de São Paulo ,SP ,UNICID ,SE
Fernando Araujo Perini ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Fernando Augusto Starepravo ,Faixa A ,Universidade Estadual de Maringá ,PR ,UEM ,SU
Fernando Benetti ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Fernando Campanhã Vicentini ,Faixa A ,Universidade Federal de São Carlos - Campus Lagoa ,SP ,UFSCar/L do Sino ,SE
Fernando Cruz de Moraes ,Faixa A ,Universidade Federal de São Carlos ,SP ,UFSCAR ,SE
Fernando de Faria Franco ,Faixa A ,Universidade Federal de São Carlos ,SP ,UFSCAR ,SE
Fernando de Lima Caneppele ,Faixa A ,Faculdade de Zootecnia e Engenharia de Alimentos d ,SP ,FZEA/USP ,SE
Fernando Firmino da Silva ,Faixa A ,Universidade Estadual da Paraíba ,PB ,UEPB ,NE
Fernando Henrique Borba ,Faixa A ,Universidade Federal da Fronteira Sul ,SC ,UFFS ,SU
Fernando Henrique Magalhães ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Fernando Júnior Quites ,Faixa A ,Universidade Federal de Mato Grosso ,MT ,UFMT ,CO
Fernando Lucas Metz ,Faixa A ,Universidade Federal de Santa Maria ,RS ,UFSM ,SU
Fernando Lucas Primo ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Fernando Luiz Emerenciano Viana ,Faixa A ,Universidade de Fortaleza ,CE ,UNIFOR ,NE
Fernando Silveira Mesquita ,Faixa A ,Universidade Federal do Pampa ,RS ,UNIPAMPA ,SU
Fernando Vagner Lobo Ladd ,Faixa A ,Universidade Federal do Rio Grande do Norte ,RN ,UFRN ,NE
Filipe Pereira Giardini Bonfim ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Filipe Rolim Cordeiro ,Faixa A ,Universidade Federal Rural de Pernambuco ,PE ,UFRPE ,NE
Filipe Santos Fernandes ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Flávia Almada do Carmo ,Faixa A ,Universidade Federal do Rio de Janeiro ,RJ ,UFRJ ,SE
Flávia Barbosa Silva Botelho ,Faixa A ,Universidade Federal de Lavras ,MG ,UFLA ,SE
Flávia Martinez de Carvalho ,Faixa A ,Fundação Oswaldo Cruz ,RJ ,FIOCRUZ ,SE
Flaviano Oliveira Silvério ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Flavio Alex de Oliveira Carvalhaes ,Faixa A ,Universidade Federal do Rio de Janeiro ,RJ ,UFRJ ,SE
Flávio Augusto de Oliveira Garcia ,Faixa A ,Universidade Estadual do Centro-Oeste ,PR ,UNICENTRO ,SU
Flávio Dias Mayer ,Faixa A ,Universidade Federal de Santa Maria ,RS ,UFSM ,SU
Flávio Felix Feliciano ,Faixa A ,Instituto Federal Fluminense ,RJ ,IFF ,SE
Flávio Gonçalves de Jesus ,Faixa A ,IF Goiano - Campus Urutaí ,GO ,IFGoiano/Urutaí ,CO
Flávio Junior Caires ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Flávio Roberto Gomes Benites ,Faixa A ,Universidade do Estado de Mato Grosso ,MT ,UNEMAT ,CO
Flávio Soares Silva ,Faixa A ,Universidade Federal de Itajubá ,MG ,UNIFEI ,SE
Florentiu Daniel Cibotaru ,Faixa A ,Universidade Federal do Ceará ,CE ,UFC ,NE
Fran Sérgio Lobato ,Faixa A ,Universidade Federal de Uberlândia ,MG ,UFU ,SE
Francemilson Goulart da Silva ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Francesca Silva Dias Nobre ,Faixa A ,Universidade Federal do Vale do São Francisco ,PE ,UNIVASF ,NE
Franciano Scremin Puhales ,Faixa A ,Universidade Federal de Santa Maria ,RS ,UFSM ,SU
Francilane Eulália de Souza ,Faixa A ,Universidade Estadual de Goiás ,GO ,UEG ,CO
Francine Johansson Azeredo ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Francis Trombini de Souza ,Faixa A ,Universidade de Pernambuco ,PE ,UPE ,NE
Francisca Francivânia Rodrigues Ribeiro Macêdo ,Faixa A ,Universidade Estadual Vale do Acaraú ,CE ,UVA-CE ,NE
Francisco Campello do Amaral Mello ,Faixa A ,Fundação Oswaldo Cruz ,RJ ,FIOCRUZ ,SE
Francisco Dalla Rosa ,Faixa A ,Universidade de Passo Fundo ,RS ,UPF ,SU
Francisco Erivaldo Vidal Barros ,Faixa A ,Universidade Federal do Amazonas ,AM ,UFAM ,NO
Francisco Gabriel Santos Silva ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Francisco Guilhien Gomes Junior ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Francisco José Aragão Pedroza Cunha ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Francisco Moraes de Oliveira Neto ,Faixa A ,Universidade Federal do Ceará ,CE ,UFC ,NE
Francisco Paulo dos Santos ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Francisco Pereira Lobo ,Faixa A ,Empresa Brasileira de Pesquisa Agropecuária ,DF ,EMBRAPA ,CO
Francisco Roberto Farias Guimarães Júnior ,Faixa A ,Universidade Federal da Paraíba ,PB ,UFPB ,NE
Francisco Thiago Sacramento Aragão ,Faixa A ,Instituto Alberto Luiz Coimbra de Pós Graduação e P ,RJ ,UFRJ/COPPE ,SE
Francisley Ávila Souza ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Frederico Augusto Ribeiro de Barros ,Faixa A ,Universidade Federal de Viçosa ,MG ,UFV ,SE
Frederico de Siqueira Neves ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Frederico Gustavo Rodrigues França ,Faixa A ,Universidade Federal da Paraíba ,PB ,UFPB ,NE
Frederico Policarpo de Mendonça Filho ,Faixa A ,Universidade Federal Fluminense ,RJ ,UFF ,SE
Frederico Ribeiro do Carmo ,Faixa A ,Universidade Federal Rural do Semi-Árido ,RN ,UFERSA ,NE
Gabriel Cipriano Rocha ,Faixa A ,Universidade Federal de Viçosa ,MG ,UFV ,SE
Gabriel da Luz Wallau ,Faixa A ,Centro de Pesquisas Aggeu Magalhães ,PE ,CPqAM ,NE
Gabriel Eduardo Melim Ferreira ,Faixa A ,Fundação Oswaldo Cruz Noroeste - Unidade de Ron ,RO ,FIOCRUZ/RO ,NO
Gabriel Grizzo Cucato ,Faixa A ,Instituto Israelita de Ensino e Pesquisa Albert Einste ,SP ,IIEPAE ,SE
Gabriel Limaverde Soares Costa Sousa ,Faixa A ,Fundação Oswaldo Cruz ,RJ ,FIOCRUZ ,SE
Gabriel Luca Nazar ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Gabriel Menotti Miglio Pinto Gonring ,Faixa A ,Universidade Federal do Espírito Santo ,ES ,UFES ,SE
Gabriel Vieira Soares ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Gabriela Corrêa Souza ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Gabriela Garcia Batista Lima ,Faixa A ,Universidade de Brasília ,DF ,UnB ,CO
Gabriela Giro Araujo ,Faixa A ,Universidade de Guarulhos ,SP ,UNG ,SE
Gabriela Lemos de Azevedo Maia ,Faixa A ,Universidade Federal do Vale do São Francisco ,PE ,UNIVASF ,NE
Gabriela Peretti Wagner ,Faixa A ,Fundação Universidade Federal de Ciências da Saúd ,RS ,UFCSPA ,SU
Gabriela Ribeiro Pereira ,Faixa A ,Universidade Federal do Rio de Janeiro ,RJ ,UFRJ ,SE
Gabriela Rodrigues Mendes Duarte ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Gabriela Tomas Jerônimo ,Faixa A ,Universidade Nilton Lins ,AM ,UNINILTON ,NO
Gabriela Trevisan dos Santos ,Faixa A ,Universidade do Extremo Sul Catarinense ,SC ,UNESC ,SU
Gabriele Marisco da Silva ,Faixa A ,Universidade Estadual do Sudoeste da Bahia ,BA ,UESB ,NE
Gean Paulo Michel ,Faixa A ,Universidade do Estado de Santa Catarina ,SC ,UDESC ,SU
Geilma Lima Vieira ,Faixa A ,Universidade Federal do Espírito Santo ,ES ,UFES ,SE
Gemilson Soares Pontes ,Faixa A ,Instituto Nacional de Pesquisas da Amazônia ,AM ,INPA ,NO
Geocleber Gomes de Sousa ,Faixa A ,Universidade da Integração Internacional da Lusofon ,CE ,UNILAB ,NE
George Alexandre Ferreira Dantas ,Faixa A ,Universidade Federal do Rio Grande do Norte ,RN ,UFRN ,NE
George Gomes Cabral ,Faixa A ,Universidade Federal Rural de Pernambuco ,PE ,UFRPE ,NE
George Leite Mamede ,Faixa A ,Universidade da Integração Internacional da Lusofon ,CE ,UNILAB ,NE
George Rossany Soares de Lira ,Faixa A ,Universidade Federal de Campina Grande ,PB ,UFCG ,NE
Geovani Nunes Grapiglia ,Faixa A ,Universidade Federal do Paraná ,PR ,UFPR ,SU
Geraldo Luis Bezerra Ramalho ,Faixa A ,Instituto Federal do Ceará - Reitoria ,CE ,IFCE ,NE
Gerciane Maria da Costa Oliveira ,Faixa A ,Universidade Federal Rural do Semi-Árido ,RN ,UFERSA ,NE
Gerda Lúcia Pinheiro Camelo ,Faixa A ,"Instituto Federal de Educação, Ciência e Tecnologia ",RN ,IFRN ,NE
Gerson Adriano Silva ,Faixa A ,Universidade Estadual do Norte Fluminense Darcy R ,RJ ,UENF ,SE
Gerson dos Santos Lisboa ,Faixa A ,Universidade Federal do Piauí ,PI ,UFPI ,NE
Gerson Ferreira Junior ,Faixa A ,Universidade Federal de Uberlândia ,MG ,UFU ,SE
Gessilda de Alcantara Nogueira de Melo ,Faixa A ,Universidade Estadual de Maringá ,PR ,UEM ,SU
Gevany Paulino de Pinho ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Geyso Dongley Germinari ,Faixa A ,Universidade Estadual do Centro-Oeste ,PR ,UNICENTRO ,SU
Giana Bitencourt Frizzo ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Giancarlo Lucchetti ,Faixa A ,Universidade Federal de Juiz de Fora ,MG ,UFJF ,SE
Giandra Volpato ,Faixa A ,"Instituto Federal de Educação, Ciência e Tecnologia ",RS ,IFRS ,SU
Gilberto de Oliveira Mendes ,Faixa A ,Universidade Federal de Uberlândia ,MG ,UFU ,SE
Gilberto Eiji Shiguemoto ,Faixa A ,Universidade Federal de São Carlos ,SP ,UFSCAR ,SE
Gilberto Santos Cerqueira ,Faixa A ,Universidade Federal do Piauí ,PI ,UFPI ,NE
Gilcilene de Oliveira Damasceno Barão ,Faixa A ,Universidade do Estado do Rio de Janeiro ,RJ ,UERJ ,SE
Gilmar Perbiche Neves ,Faixa A ,Universidade Federal de São Carlos ,SP ,UFSCAR ,SE
Giordano Poneti ,Faixa A ,Universidade Federal do Rio de Janeiro ,RJ ,UFRJ ,SE
Giovana Anceski Bataglion ,Faixa A ,Universidade Federal do Amazonas ,AM ,UFAM ,NO
Giovana Ribeiro Ferreira ,Faixa A ,Universidade Federal dos Vales do Jequitinhonha e M ,MG ,UFVJM ,SE
Giovanna Marcella Cavalcante Carvalho ,Faixa A ,Universidade do Estado do Rio de Janeiro ,RJ ,UERJ ,SE
Girley Francisco Machado de Assis ,Faixa A ,Universidade Federal de Juiz de Fora ,MG ,UFJF ,SE
Gisele de Freitas Gauze ,Faixa A ,Universidade Estadual de Maringá ,PR ,UEM ,SU
Gisele Garcia Zanca ,Faixa A ,Universidade do Sagrado Coração ,SP ,USC ,SE
Giselle Camargo Mendes ,Faixa A ,Instituto Federal Goiano ,GO ,IF Goiano ,CO
Givago da Silva Souza ,Faixa A ,Universidade Federal do Pará ,PA ,UFPA ,NO
Gizele Ingrid Gadotti ,Faixa A ,Universidade Federal de Pelotas ,RS ,UFPEL ,SU
Glauber dos Santos Ferreira da Silva ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Glauber Eduardo de Oliveira Santos ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Glaucia Fernandes Cota ,Faixa A ,Centro de Pesquisas René Rachou ,MG ,CPQRR ,SE
Glaucia Nascimento Queiroga ,Faixa A ,Universidade Federal de Ouro Preto ,MG ,UFOP ,SE
Glaucio Valdameri ,Faixa A ,Universidade Federal do Paraná ,PR ,UFPR ,SU
Glauco Baiocchi Neto ,Faixa A ,Hospital AC Camargo ,SP ,AC CAMARGO ,SE
Glauco Estácio Gonçalves ,Faixa A ,Universidade Federal Rural de Pernambuco ,PE ,UFRPE ,NE
Glauco Henrique de Sousa Mendes ,Faixa A ,Universidade Federal de São Carlos ,SP ,UFSCAR ,SE
Glaura Scantamburlo Alves Fernandes ,Faixa A ,Universidade Estadual de Londrina ,PR ,UEL ,SU
Glaydston de Carvalho Bento ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Glécio Machado Siqueira ,Faixa A ,Universidade Federal do Maranhão ,MA ,UFMA ,NE
Glêndara Aparecida de Souza Martins ,Faixa A ,Universidade Federal do Tocantins ,TO ,UFT ,NO
Graciele Sbruzzi ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Gracy Kelli Martins ,Faixa A ,Universidade Federal do Cariri ,CE ,UFCA ,NE
Grasiele Cristiane Jorge ,Faixa A ,Universidade Federal de São Paulo ,SP ,UNIFESP ,SE
Grasiele Scaramal Madrona ,Faixa A ,Universidade Estadual de Maringá ,PR ,UEM ,SU
Graziella Eliza Ronsein ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Gregório Miguel Ferreira de Camargo ,Faixa A ,Universidade Tecnológica Federal do Paraná ,PR ,UTFPR ,SU
Greiciane Gaburro Paneto ,Faixa A ,Universidade Federal do Espírito Santo ,ES ,UFES ,SE
Guilherme Borges Pereira ,Faixa A ,Universidade Católica de Brasília ,DF ,UCB/DF ,CO
Guilherme Colherinhas de Oliveira ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Guilherme Diniz Tavares ,Faixa A ,UNIVERSIDADE FEDERAL DE JUIZ DE FORA ,MG ,UFJF - CAMPUS GV ,SE
Guilherme Ferreira Silveira ,Faixa A ,Instituto Carlos Chagas ,PR ,FIOCRUZ/ICC ,SU
Guilherme Ghisoni da Silva ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Guilherme José Maximo ,Faixa A ,Universidade Estadual de Campinas ,SP ,UNICAMP ,SE
Guilherme Luz Tortorella ,Faixa A ,Universidade Federal de Santa Catarina ,SC ,UFSC ,SU
Guilherme Montandon Chaer ,Faixa A ,Centro Nacional de Pesquisa de Agrobiologia ,RJ ,Embrapa/CNPAB ,SE
Guilherme Nunes Nogueira Neto ,Faixa A ,Pontifícia Universidade Católica do Paraná ,PR ,PUC/PR ,SU
Guilherme Peixoto ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Guilherme Ribeiro ,Faixa A ,Universidade Federal do Pampa ,RS ,UNIPAMPA ,SU
Guilherme Targino Valente ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Guilhian Leipnitz ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Gustavo Andrey de Almeida Lopes Fernandes ,Faixa A ,Fundação Getúlio Vargas ,RJ ,FGV ,SE
Gustavo Araújo Soares ,Faixa A ,Universidade Federal de Campina Grande ,PB ,UFCG ,NE
Gustavo Bittencourt Figueiredo ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Gustavo Brito de Lima ,Faixa A ,Universidade Federal do Triângulo Mineiro ,MG ,UFTM ,SE
Gustavo Casimiro Lopes ,Faixa A ,Universidade do Estado do Rio de Janeiro ,RJ ,UERJ ,SE
Gustavo César Machado Cabral ,Faixa A ,Universidade Federal do Ceará ,CE ,UFC ,NE
Gustavo Costa Bressan ,Faixa A ,Universidade Federal de Viçosa ,MG ,UFV ,SE
Gustavo Felippe da Silva ,Faixa A ,Universidade do Estado de Santa Catarina ,SC ,UDESC ,SU
Gustavo Garcia Manzato ,Faixa A ,Universidade Estadual Paulista Júlio de Mesquita Fil ,SP ,UNESP ,SE
Gustavo Heiden ,Faixa A ,Centro de Pesquisa Agropecuária de Clima Tempera ,RS ,Embrapa/CPACT ,SU
Gustavo Henrique Lima Pinto ,Faixa A ,Universidade Federal de Pernambuco ,PE ,UFPE ,NO
Gustavo Henrique Ribeiro Viana ,Faixa A ,Universidade Federal de São João Del-Rei ,MG ,UFSJ ,SE
Gustavo Jacob Lourenço ,Faixa A ,Universidade Estadual de Campinas ,SP ,UNICAMP ,SE
Gustavo Luis Hirose ,Faixa A ,Universidade Federal de Sergipe ,SE ,UFS ,NE
Gustavo Luís Soares ,Faixa A ,Pontifícia Universidade Católica de Minas Gerais ,MG ,PUC Minas ,SE
Gustavo Pereira Leite Ribeiro ,Faixa A ,Universidade Federal de Lavras ,MG ,UFLA ,SE
Gustavo Sanguino Dias ,Faixa A ,Universidade Estadual de Maringá ,PR ,UEM ,SU
Gustavo Taboada Soldati ,Faixa A ,Universidade Federal de Juiz de Fora ,MG ,UFJF ,SE
Gustavo Theodoro Laskoski ,Faixa A ,Instituto Federal do Paraná ,PR ,IFPR ,SU
Gustavo Zambenedetti ,Faixa A ,Universidade Estadual do Centro-Oeste ,PR ,UNICENTRO ,SU
Gyrlene Aparecida Mendes da Silva ,Faixa A ,Universidade Federal de São Paulo ,SP ,UNIFESP ,SE
Haimon Diniz Lopes Alves ,Faixa A ,Universidade do Estado do Rio de Janeiro ,RJ ,UERJ ,SE
Heder Braun ,Faixa A ,Universidade Estadual do Maranhão ,MA ,UEMA ,NE
Heitor Affonso de Paula Neto ,Faixa A ,Universidade Federal do Rio de Janeiro ,RJ ,UFRJ ,SE
Heitor Luiz Ornaghi Junior ,Faixa A ,Universidade de Caxias do Sul ,RS ,UCS ,SU
Helena Lúcia Carneiro Santos ,Faixa A ,Fundação Oswaldo Cruz ,RJ ,FIOCRUZ ,SE
Helena Maria dos Santos Felício ,Faixa A ,Universidade Federal de Alfenas ,MG ,UNIFAL/MG ,SE
Heleno Brandão ,Faixa A ,Universidade Tecnológica Federal do Paraná ,PR ,UTFPR ,SU
Helga Tatiana Tucci ,Faixa A ,Universidade Federal de São Paulo ,SP ,UNIFESP ,SE
Heliana Barbosa Fontenele ,Faixa A ,Universidade Estadual de Londrina ,PR ,UEL ,SU
Helio Batista dos Santos ,Faixa A ,Universidade Federal de São João Del-Rei ,MG ,UFSJ ,SE
Helio de Sousa Ramos Filho ,Faixa A ,Universidade Federal da Paraíba ,PB ,UFPB ,NE
Hélio Galdino Júnior ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Helio Radke Bittencourt ,Faixa A ,Pontifícia Universidade Católica do Rio Grande do S ,RS ,PUCRS ,SU
Heliomar Cavati Sobrinho ,Faixa A ,Universidad de Murcia ,"",UM ,NE
Heloísa Bressan Gonçalves ,Faixa A ,"Instituto Federal de Educação, Ciência e Tecnologia ",RS ,IFRS ,SU
Helson Mario Martins do Vale ,Faixa A ,Universidade de Brasília ,DF ,UnB ,CO
Helton Estrela Ramos ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Helvecio Costa Menezes ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Henrique Emanuel Mostaert Rebêlo ,Faixa A ,Universidade Federal de Pernambuco ,PE ,UFPE ,NE
Henry Iure de Paiva Silva ,Faixa A ,Universidade Federal da Paraíba ,PB ,UFPB ,NE
Herbert de Sousa Barbosa ,Faixa A ,Universidade Federal do Piauí ,PI ,UFPI ,NE
Hermes Moretti Ribeiro da Silva ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Herminio Miguel de Oliveira Filho ,Faixa A ,Universidade da Integração Internacional da Lusofon ,CE ,UNILAB ,NE
Hermogenes David de Oliveira ,Faixa A ,Universidade Federal do Ceará ,CE ,UFC ,NE
Herymá Giovane de Oliveira Silva ,Faixa A ,Universidade Estadual do Sudoeste da Bahia ,BA ,UESB ,NE
Heulália Charalo Rafante ,Faixa A ,Universidade Federal do Ceará ,CE ,UFC ,NE
Heverton Augusto Pereira ,Faixa A ,Universidade Federal de Viçosa ,MG ,UFV ,SE
Hiran de Moura Possas ,Faixa A ,Universidade Federal do Sul e Sudeste do Pará ,PA ,UNIFESSPA ,NO
Horllys Gomes Barreto ,Faixa A ,Universidade Federal do Tocantins ,TO ,UFT ,NO
Hubert Marie Lacoin ,Faixa A ,Instituto Nacional de Matemática Pura e Aplicada ,RJ ,IMPA ,SE
Hudson Wallace Pereira de Carvalho ,Faixa A ,Universidade de São Paulo ,SP ,USP ,SE
Hugo Leonardo Rocha de Lira ,Faixa A ,Instituto de Estudos Avançados ,SP ,IEAv ,SE
Hugo Perazzo Pedroso Barbosa ,Faixa A ,Fundação Oswaldo Cruz ,RJ ,FIOCRUZ ,SE
Humberto de Mello Brandao ,Faixa A ,Centro Nacional de Pesquisa de Gado de Leite ,MG ,CNPGL ,SE
Humberto Moreira Húngaro ,Faixa A ,Universidade Federal de Juiz de Fora ,MG ,UFJF ,SE
Iara Costa Leite ,Faixa A ,Universidade Federal de Santa Catarina ,SC ,UFSC ,SU
Iara Denise Endruweit Battisti ,Faixa A ,Universidade Federal da Fronteira Sul ,SC ,UFFS ,SU
Iara Regina dos Santos Parisotto ,Faixa A ,Fundação Universidade Regional de Blumenau ,SC ,FURB ,SU
Icaro dos Santos Cabral ,Faixa A ,Universidade Federal do Amazonas ,AM ,UFAM ,NO
Iderval da Silva Júnior Sobrinho ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Ieda Margarete Oro ,Faixa A ,Universidade do Oeste de Santa Catarina ,SC ,UNOESC ,SU
Ignacio Benites Moreno ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Igor Fabio Steinmacher ,Faixa A ,Universidade Tecnológica Federal do Paraná ,PR ,UTFPR ,SU
Igor José Boggione Santos ,Faixa A ,Universidade Federal de São João Del-Rei ,MG ,UFSJ ,SE
Igor Leite Freire ,Faixa A ,Universidade Federal do ABC ,SP ,UFABC ,SE
Ilana Felberg ,Faixa A ,Empresa Brasileira de Pesquisa Agropecuária ,DF ,EMBRAPA ,CO
Ilyas Siddique ,Faixa A ,Universidade Federal de Santa Catarina ,SC ,UFSC ,SU
Ingo Daniel Wahnfried ,Faixa A ,Universidade Federal do Amazonas ,AM ,UFAM ,NO
Inti Doraci Cavalcanti Montano ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Irene Clemes Kulkamp Guerreiro ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
Irene da Silva Coelho ,Faixa A ,Universidade Federal Rural do Rio de Janeiro ,RJ ,UFRRJ ,SE
Isaac Costa Reis ,Faixa A ,Universidade Federal do Sul da Bahia ,BA ,UFSB ,NE
Isaac Neto Goes da Silva ,Faixa A ,Universidade Estadual do Ceará ,CE ,UECE ,NE
Isabel Cristina Celerino de Moraes Porto ,Faixa A ,Universidade Federal de Alagoas ,AL ,UFAL ,NE
Isabel Rocha de Siqueira ,Faixa A ,Pontifícia Universidade Católica do Rio de Janeiro ,RJ ,PUC-Rio ,SE
Isabela da Costa César ,Faixa A ,Universidade Federal de Minas Gerais ,MG ,UFMG ,SE
Isabeli Pereira Bruno ,Faixa A ,Instituto Agronômico do Paraná ,PR ,IAPAR ,SU
Isabella Monteiro de Castro Silva ,Faixa A ,UNB - Campus Ceilândia ,DF ,UNB/FCE ,CO
Isabelle Katherinne Fernandes Costa ,Faixa A ,Universidade Federal do Rio Grande do Norte ,RN ,UFRN ,NE
Isadora Cristina de Siqueira ,Faixa A ,Santa Casa de Misericórdia da Bahia ,BA ,SCMB ,NE
Israel Teoldo da Costa ,Faixa A ,Universidade Federal de Viçosa ,MG ,UFV ,SE
Iury Angelo Gonçalves ,Faixa A ,Universidade Federal do Espírito Santo ,ES ,UFES ,SE
Ivan Mezzomo ,Faixa A ,Universidade Federal Rural do Semi-Árido ,RN ,UFERSA ,NE
Ivanilton José de Oliveira ,Faixa A ,Universidade Federal de Goiás ,GO ,UFG ,CO
Ivo Alexandre Leme da Cunha ,Faixa A ,Universidade Federal do Maranhão ,MA ,UFMA ,NE
Iza Cristina Salles de Castro ,Faixa A ,Universidade Federal da Bahia ,BA ,UFBA ,NE
Jaci de Fátima Souza Candiotto ,Faixa A ,Pontifícia Universidade Católica do Paraná ,PR ,PUC/PR ,SU
Jackline de Paula Ayres da Silva ,Faixa A ,Fundação Oswaldo Cruz ,RJ ,FIOCRUZ ,SE
Jackson da Silva Medeiros ,Faixa A ,Universidade Federal do Rio Grande do Sul ,RS ,UFRGS ,SU
